Year,Day,day-grid-trap_code,grid-trap-date_code,Handler,capture info,obs?,drop,TagNo,BloodNo,RNA Seq,SNV pos,SNV titer,Treated or control,Treatment,Effective treatment,days since previous treatment/ctl,overwinter survivor,Grid,Trap Location,Species,Tail to body,Sex,Age,Class,Vagina,Nipples,Pregnant,F-Repro?,Testes,M-Repro?,Body,Total length,Tail,Length code,Weight (g),Fleas,Ticks,Botflies,Ecto PA,Ecto Spp Rich,Fecal Sample Weight,Poo Weight,Poo Weight 2,FEC done by,new FEC 2019,FEC 0s,Endo PA,Endo Spp Rich,Endo Total Egg/g,Coccidia PA,Coccidia Spp Rich,Cocc Egg/g,Edel PA,Edel Egg Count,Edel Egg/g,EarizA PA,EarizA Egg Count,EarizA Egg/g,EarizB PA,EarizB Egg Count,EarizB Egg/g,Nem PA,Nem Spp Rich,Nem Egg/g,Nem PA no larvae,Nem rich no larvae,Nem egg/g no larvae,Aamer PA,Aamer Egg Count,Aamer Egg/g,Spero PA,SperoEgg Count,SperoEgg/g,Camer PA,Camer Egg Count,Camer Egg/g,NemA PA,NemA Egg Count,NemA Egg/g,NemB PA,NemB Egg Count,NemB Egg/g,CapBub PA,CapBub Egg Count,CapBub Egg/g,Nem Larvae PA,Nem Larvae Count,Nem Larvae/g,CapWorm PA,CapWorm Egg Count,CapWorm Egg/g,Strongy PA,Strongy Egg Count,Strongy Egg/g,Cestode PA,Cestode Spp Rich,Cestode egg count,Cestode Egg/g,Hdim PA,Hdim Egg Count,Hdim Egg/g,Hcit PA,Hcit Egg Count,Hcit Egg/g,CestC PA,CestC Egg Count,CestC Egg/g,RNA seq,Zymo feces,Feces DNA label,Lympho,pct lympho,Neutro,pct neutro,Mono,pct mono,Baso,pct baso,Eosino,pct eosin,Total WBC,Eye spots
2017,11-Jun,1122-42897,HW1-G8-42897,CT,cap,,0,1122,1672,0,0,0,T,A,0,,,HW1,G8,PL,0.773809524,M,A,3,,,,,N,N,84,149,65,,16,0,0,0,0,0,1.648,-1.472,0.176,CJ,,,1,3,54835.22727,1,2,54772.72727,0,0,0,1,9617,54642.04545,1,23,130.6818182,1,1,62.5,1,1,62.5,1,11,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,70,,13,,16,,0,,1,100,,
2017,11-Jun,1124-42897,HW1-H4-42897,CT,cap,,0,1124,1674,0,0,0,T,A,0,,,HW1,H4,PL,0.793103448,M,A,3,,,,,N,N,87,156,69,,16.5,0,0,0,0,0,1.685,-1.472,0.213,CJ,,,1,1,159.6244131,1,1,159.6244131,0,0,0,1,34,159.6244131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,68,,23,,9,,0,,0,100,,
2017,28-Jun,1124-42914,HW1-G3-42914,CT,cap,,0,1124,1791,0,0,0,T,A,1,17,,HW1,G3,PL,0.797752809,M,A,3,,,,,N,N,89,160,71,,16.5,0,0,0,0,0,1.662,-1.472,0.19,CJ,,,1,1,18994.73684,1,1,18994.73684,0,0,0,1,3609,18994.73684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,73,,20,,7,,0,,0,100,,
2017,16-Jul,1124-42932,HW1-E3-42932,CT,cap,,0,1124,1928,0,0,0,T,A,1,18,,HW1,E3,PL,0.860465116,M,A,3,,,,,N,N,86,160,74,,18,0,0,0,0,0,1.831,-1.472,0.359,JY,entered 3-13-19,,1,2,2069.637883,1,2,2069.637883,1,1,2.78551532,1,742,2066.852368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,1-Aug,1124-42948,HW1-F7-42948,CT,cap,,0,1124,2055,0,0,0,T,A,1,16,,HW1,F7,PL,0.824175824,M,A,3,,,,,N,N,91,166,75,,19.5,1,0,0,1,1,1.64,-0.472,0.168,NB,entered 3-13-19,,1,2,8446.428571,1,1,8428.571429,1,1416,8428.571429,0,0,0,0,0,0,1,1,17.85714286,1,1,17.85714286,0,0,0,0,0,0,0,0,0,1,3,17.85714286,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,12-Jun,1126-42898,HW2-C5-42898,CT,cap,(DEAD),0,1126,1676,0,0,0,T,A,0,,,HW2,C5,PL,0.884615385,F,A,3,C,N,N,N,,,78,147,69,,16,0,0,0,0,0,1.605,-1.472,0.133,HA,,,1,2,45.11278195,1,2,45.11278195,0,0,0,1,4,30.07518797,1,2,15.03759398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,22,,26,,2,,0,,0,50,,
2017,12-Jun,1128-42898,HW1-F5-42898,CT,cap,,0,1128,1679,0,0,0,T,A,0,,,HW1,F5,PL,0.829268293,M,A,3,,,,,N,N,82,150,68,,18,1,0,0,1,1,1.506,-0.472,0.034,AT2017,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,56,,33,,11,,0,,0,100,,
2017,12-Jun,1130-42898,HW1-G8-42898,CT,cap,,0,1130,1681,0,0,0,T,A,0,,,HW1,G8,PL,0.870588235,F,A,3,C,S,N,N,,,85,159,74,,25.5,0,0,0,0,0,2.104,-1.472,0.632,C,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,25,,62,,13,,0,,0,100,,
2017,28-Jun,1130-42914,HW1-F7-42914,CT,cap,,0,1130,1788,0,0,0,T,A,1,16,,HW1,F7,PL,0.75,F,A,3,C,L,Y,Y,,,96,168,72,,28,0,0,0,0,0,1.922,-1.472,0.45,C,,,1,1,64.44444444,1,1,64.44444444,0,0,0,1,29,64.44444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,60,,36,,4,,0,,0,100,,
2017,14-Jul,1130-42930,HW1-H5-42930,CT,cap,,0,1130,1914,0,0,0,T,A,1,16,,HW1,H5,PL,0.840909091,F,A,3,C,L,N,N,,,88,162,74,,25.5,1,0,0,1,1,2.365,-0.472,0.893,JY,entered 3-13-19,,1,1,116.4613662,1,1,116.4613662,0,0,0,1,104,116.4613662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,1-Aug,1130-42948,HW1-H4-42948,CT,cap,,0,1130,2058,0,0,0,T,A,1,18,,HW1,H4,PL,0.817204301,F,A,3,C,S,N,N,,,93,169,76,,25.5,0,0,0,0,0,2.055,-1.472,0.583,TE,entered 3-13-19,,1,3,425.3859348,1,3,425.3859348,1,62,106.3464837,1,48,82.33276158,1,138,236.7066895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,17-Jun,1131-42903,BC2-G5-42903,CT,cap,,0,1131,1683,0,0,0,T,A,0,,,BC2,G5,PL,0.804878049,F,A,3,C,N,N,N,,,82,148,66,,16,0,1,0,1,1,1.919,-0.472,0.447,AT2017,,,1,5,2926.174497,1,3,2921.700224,1,68,152.1252796,1,1206,2697.986577,1,32,71.58836689,1,2,4.474272931,1,2,4.474272931,1,1,2.237136465,0,0,0,0,0,0,0,0,0,1,1,2.237136465,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,66,,29,,5,,0,,0,100,,
2017,18-Jun,1133-42904,BC2-E2-42904,CT,cap,,0,1133,1684,0,0,0,T,A,0,,,BC2,E2,PL,0.778947368,M,A,3,,,,,N,N,95,169,74,,21,1,1,0,1,2,1.697,0.528,0.225,CJ,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,51,,41,,8,,0,,0,100,,
2017,3-Jul,1133-42919,BC2-F3-42919,CT,cap,,0,1133,1810,0,0,0,T,A,1,15,,BC2,F3,PL,0.79787234,M,A,3,,,,,N,N,94,169,75,,21,1,0,0,1,1,1.779,-0.472,0.307,C,,,1,1,15615.63518,1,1,15615.63518,1,4794,15615.63518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,17,,77,,6,,0,,0,100,,
2017,7-Aug,1133-42954,BC2-D7-42954,CT,cap,,,1133,2077,0,0,0,T,A,1,35,,BC2,D7,PL,0.765306122,M,A,3,,,,,N,N,98,173,75,,23,0,0,0,0,0,1.901,-1.472,0.429,#N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,18-Jun,1135-42904,BC1-A5-42904,CT,cap,,0,1135,1687,0,0,0,T,A,0,,,BC1,A5,PL,0.79787234,M,A,3,,,,,Y,Y,94,169,75,,19.5,1,0,0,1,1,1.662,-0.472,0.19,HA,,,1,2,10.52631579,1,1,5.263157895,0,0,0,0,0,0,1,1,5.263157895,1,1,5.263157895,1,1,5.263157895,0,0,0,0,0,0,1,1,5.263157895,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,67,,24,,9,,0,,0,100,,
2017,3-Jul,1135-42919,BC1-B6-42919,CT,cap,,0,1135,1818,0,0,0,T,A,1,15,,BC1,B6,PL,0.875,M,A,3,,,,,N,N,88,165,77,,20.5,0,0,0,0,0,1.701,-1.472,0.229,CJ,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,76,,18,,6,,0,,0,100,,
2017,20-Jul,1135-42936,BC1-C3-42936,CT,cap,,0,1135,1933,0,0,0,T,A,1,17,,BC1,C3,PL,0.827956989,M,A,3,,,,,Y,Y,93,170,77,,21.5,1,0,0,1,1,1.683,-0.472,0.211,JY,entered 3-13-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,18-Jun,1137-42904,BC1-C8-42904,CT,cap,,0,1137,1689,0,0,0,T,A,0,,,BC1,C8,PL,0.80952381,M,SA,2.3,,,,,N,N,84,152,68,,17.5,0,0,0,0,0,1.708,-1.472,0.236,HA,,,1,3,16754.23729,1,3,16754.23729,1,179,758.4745763,1,3773,15987.28814,1,2,8.474576271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,72,,18,,10,,0,,0,100,,
2017,3-Jul,1137-42919,BC1-C8-42919,CT,cap,,0,1137,1819,0,0,0,T,A,1,15,,BC1,C8,PL,0.880952381,M,A,3,,,,,N,N,84,158,74,,18,0,0,0,0,0,1.666,-1.472,0.194,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,83,,11,,6,,0,,0,100,,
2017,19-Jun,1139-42905,SP1-D7-42905,CT,cap,,0,1139,1693,0,0,0,T,A,0,,,SP1,D7,PL,0.8,M,A,3,,,,,N,N,90,162,72,,19,0,0,0,0,0,2.128,-1.472,0.656,CJ,,,1,1,4864.329268,1,1,4864.329268,0,0,0,1,3191,4864.329268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,53,,43,,4,,0,,0,100,,
2017,19-Jun,1141-42905,SP1-F5-42905,CT,cap,,0,1141,1698,0,0,0,T,A,0,,,SP1,F5,PL,0.850574713,F,A,3,C,N,N,N,,,87,161,74,,18.5,0,0,0,0,0,2.464,-1.472,0.992,AT2017,,,1,2,8.064516129,1,2,8.064516129,1,2,2.016129032,1,6,6.048387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,57,,40,,3,,0,,0,100,,
2017,23-Jul,1141-42939,SP1-G4-42939,CT,cap,,0,1141,1961,0,0,0,T,A,1,34,,SP1,G4,PL,0.806451613,F,A,3,C,N,N,N,,,93,168,75,,20.5,0,0,0,0,0,1.914,-1.472,0.442,JY,,,1,2,271.4932127,1,2,271.4932127,1,60,135.7466063,1,60,135.7466063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,1,2017MLBS_63,,,,,,,,,,,,
2017,10-Aug,1141-42957,SP1-H5-42957,CT,cap,,0,1141,2112,0,0,0,T,A,1,18,,SP1,H5,PL,0.847826087,F,A,3,C,S,N,N,,,92,170,78,,24,1,0,0,1,1,2.243,-0.472,0.771,LV,entered from SNV positives 2016-2017 and remaing FECs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,1,2017MLBS_130,,,,,,,,,,,,
2017,19-Jun,1143-42905,SP2-B6-42905,CT,cap,,0,1143,1703,0,0,0,T,A,0,,,SP2,B6,PL,0.782051282,F,SA,2.3,C,N,N,N,,,78,139,61,,14,0,0,0,0,0,1.996,-1.472,0.524,HA,,,1,4,19425.57252,1,3,19423.66412,1,10,19.08396947,1,10163,19395.03817,1,5,9.541984733,1,1,1.908396947,1,1,1.908396947,0,0,0,0,0,0,0,0,0,1,1,1.908396947,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,42,,57,,1,,0,,0,100,,
2017,19-Jun,1145-42905,SP2-E7-42905,CT,cap,,0,1145,1704,1,1,100,T,A,0,,,SP2,E7,PL,0.81372549,M,A,3,,,,,Y,Y,102,185,83,,27.5,0,0,0,0,0,2.214,-1.472,0.742,C,,,1,1,1799.191375,1,1,1799.191375,0,0,0,1,1335,1799.191375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1704,,,63,,35,,2,,0,,0,100,,
2017,7-Jul,1145-42923,SP2-C8-42923,CT,cap,,0,1145,1848,1,1,1600,T,A,1,18,,SP2,C8,PL,0.815533981,M,A,3,,,,,Y,Y,103,187,84,,27,0,0,0,0,0,2.266,-1.472,0.794,CH,,,1,6,18.89168766,0,0,0,0,0,0,0,0,0,0,0,0,1,5,17.63224181,1,4,16.37279597,0,0,0,1,1,1.259445844,1,4,5.037783375,1,7,8.816120907,1,1,1.259445844,1,1,1.259445844,0,0,0,,,,,,,1,1,,1.259445844,1,1,1.259445844,0,0,0,,,,1848,,,32,,64,,4,,0,,0,100,,
2017,23-Jul,1145-42939,SP2-B8-42939,CT,cap,,0,1145,1969,1,1,1600,T,A,1,16,,SP2,B8,PL,0.775700935,M,A,3,,,,,Y,Y,107,190,83,,28,0,0,0,0,0,1.688,-1.472,0.216,CH,,,1,6,666.6666667,1,1,60.18518519,0,0,0,0,0,0,1,13,60.18518519,1,4,351.8518519,1,3,97.22222222,1,1,4.62962963,0,0,0,1,19,87.96296296,1,1,4.62962963,0,0,0,1,55,254.6296296,0,0,0,,,,,,,1,1,,254.6296296,1,55,254.6296296,0,0,0,0,0,0,1969,1,2017MLBS_69,,,,,,,,,,,,
2017,12-Aug,1145-42959,SP2-B6-42959,CT,cap,,0,1145,2145,1,1,400,T,A,1,20,,SP2,B6,PL,0.833333333,M,A,3,,,,,Y,Y,102,187,85,,27,0,0,0,0,0,1.548,-1.472,0.076,SB,,,1,1,78.94736842,1,1,78.94736842,0,0,0,1,6,78.94736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,2145,1,2017MLBS_143,,,,,,,,,,,,
2017,25-Aug,1145-42972,SP2-B6-42972,CT,cap,,0,1145,2245,1,1,25,T,A,1,13,,SP2,B6,PL,0.823529412,M,A,3,,,,,Y,Y,102,186,84,,24.5,0,0,0,0,0,1.567,-1.472,0.095,SB,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,2245,1,2017MLBS_182,,,,,,,,,,,,
2017,20-Jun,1147-42906,SP2-B7-42906,CT,cap,,0,1147,1709,0,0,0,T,A,0,,,SP2,B7,PL,0.782051282,F,SA,2.3,C,N,N,N,,,78,139,61,,13.5,0,0,0,0,0,1.723,-1.472,0.251,HA,,,1,2,3278.884462,1,2,3278.884462,0,0,0,1,822,3274.900398,1,1,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,18,,19,,5,,0,,0,42,,
2017,21-Jun,1149-42907,SP1-G1-42907,CT,cap,,0,1149,1715,0,0,0,T,A,0,,,SP1,G1,PL,0.786516854,M,A,3,,,,,Y,Y,89,159,70,,22.5,0,0,0,0,0,1.99,-1.472,0.518,AT2017,,,1,2,3.861003861,1,2,3.861003861,0,0,0,1,1,1.930501931,1,1,1.930501931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,73,,23,,4,,0,,0,100,,
2017,21-Jun,1151-42907,SP2-A1-42907,CT,cap,,0,1151,1717,0,0,0,T,A,0,,,SP2,A1,PL,0.8,M,A,3,,,,,N,N,90,162,72,,19,0,0,0,0,0,1.683,-1.472,0.211,CJ,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,68,,27,,5,,0,,0,100,,
2017,21-Jun,1153-42907,SP2-B8-42907,CT,cap,,0,1153,1719,0,0,0,T,A,0,,,SP2,B8,PL,0.865853659,M,A,3,,,,,N,N,82,153,71,,16,1,0,0,1,1,1.694,-0.472,0.222,HA,,,1,2,112.6126126,1,2,112.6126126,0,0,0,1,22,99.0990991,1,3,13.51351351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,19,,79,,2,,0,,0,100,,
2017,7-Jul,1153-42923,SP2-A7-42923,CT,cap,,0,1153,1846,0,0,0,T,A,1,16,,SP2,A7,PL,0.852272727,M,A,3,,,,,N,N,88,163,75,,20,0,0,0,0,0,2.241,-1.472,0.769,JB,,,1,6,1507.152146,1,3,1472.041612,1,149,193.7581274,1,149,193.7581274,1,834,1084.525358,1,1,11.70351105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,11.70351105,,,,,,,1,2,,23.40702211,0,0,0,1,9,11.70351105,1,9,11.70351105,#N/A,,,29,,29,,2,,0,,0,60,,
2017,26-Aug,1153-42973,SP2-C7-42973,CTSB,cap,,0,1153,2264,0,0,0,T,A,1,50,,SP2,C7,PL,0.840425532,M,A,3,,,,,Y,Y,94,173,79,,24.5,1,0,0,1,1,1.767,-0.472,0.295,SB,,,1,4,474.5762712,1,2,464.4067797,1,4,13.55932203,1,133,450.8474576,0,0,0,1,2,10.16949153,1,1,3.389830508,0,0,0,0,0,0,0,0,0,1,1,3.389830508,0,0,0,0,0,0,1,2,6.779661017,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,1,2017MLBS_194,,,,,,,,,,,,
2017,21-Jun,1154-42907,SP2-H1-42907,CT,cap,,0,1154,1721,0,0,0,T,A,0,,,SP2,H1,PL,0.804597701,M,A,3,,,,,N,N,87,157,70,,17,1,0,0,1,1,1.745,-0.472,0.273,CJ,,,1,1,3.663003663,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.663003663,1,1,3.663003663,0,0,0,0,0,0,0,0,0,1,1,3.663003663,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,64,,33,,3,,0,,0,100,,
2017,25-Jun,1156-42911,PO2-A5-42911,CT,cap,,0,1156,1736,0,0,0,T,A,0,,,PO2,A5,PL,0.738095238,F,SA,2.3,C,N,N,N,,,84,146,62,,12.5,0,0,0,0,0,1.972,-1.472,0.5,CJ,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,50,,45,,5,,0,,0,100,,
2017,26-Jun,1158-42912,PO1-A5-42912,CT,cap,,0,1158,1745,0,0,0,T,A,0,,,PO1,A5,PL,0.777777778,M,SA,2.3,,,,,N,N,81,144,63,,14.5,0,0,0,0,0,1.752,-1.472,0.28,CJ,,,1,1,56342.85714,1,1,56342.85714,0,0,0,1,15776,56342.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,30,,65,,5,,0,,0,100,,
2017,26-Jun,1160-42912,PO1-D2-42912,CT,cap,,0,1160,1747,0,0,0,T,A,0,,,PO1,D2,PM,0.914634146,F,A,3,C,N,N,N,,,82,157,75,,13,0,0,0,0,0,1.669,-1.472,0.197,CJ,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,55,,35,,10,,0,,0,100,,
2017,26-Jun,1163-42912,PO2-B8-42912,CT,cap,,0,1163,1754,0,1,13,T,A,0,,,PO2,B8,PL,0.795180723,F,A,3,O,N,N,Y,,,83,149,66,,15,0,0,0,0,0,1.66,-1.472,0.188,HA,,,1,1,10.63829787,1,1,10.63829787,0,0,0,0,0,0,1,2,10.63829787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,59,,25,,16,,0,,0,100,,
2018,5/11/18,5/11-PO2-A3,PO2-A3-43231,SB,cap,,,1163,2333,,,,T,,,,,PO2,A3,PL,,F,A,3,C,N,N,,,,95,174,79,,23,1,0,0,1,1,,0.36,0.36,TE,entered from MLBS 2018 - FECs - LV_072418 for master,,1,2,136.1111111,1,1,127.7777778,0,0,0,0,0,0,1,46,127.7777778,1,1,8.333333333,1,2,11.11111111,1,3,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,2.777777778,,,,,,,0,,0,0,,,,,,,,,,#N/A,Y,,,,,,,,,,,,,
2017,26-Jun,1164-42912,PO2-D4-42912,CT,cap,,0,1164,1755,0,0,0,T,A,0,,,PO2,D4,PL,0.75,F,J,1,C,N,N,N,,,76,133,57,,11,1,0,0,1,1,1.656,-0.472,0.184,CJ,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,55,,26,,19,,0,,0,100,,
2017,16-Aug,1164-42963,PO2-D3-42963,CT,cap,,0,1164,2159,0,0,0,T,A,1,51,,PO2,D3,PL,0.802197802,F,A,3,C,S,N,N,,,91,164,73,,21.5,0,0,0,0,0,2.148,-1.472,0.676,NB,entered 3-13-19,,1,5,167.1597633,1,2,63.60946746,0,0,0,1,23,34.02366864,1,20,29.58579882,1,3,103.5502959,1,3,103.5502959,1,68,100.591716,1,1,1.479289941,0,0,0,1,1,1.479289941,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,1,2017MLBS_152,,,,,,,,,,,,
2017,28-Aug,1164-42975,PO2-C6-42975,CTSB,cap,corrected body-tail,0,1164,2286,0,0,0,T,A,1,12,,PO2,C6,PL,0.887640449,F,A,3,C,L,N,N,,,89,168,79,,22.5,0,0,0,0,0,1.814,-1.472,0.342,LV,entered 3-13-19,,1,4,8327.48538,1,3,8321.637427,1,378,1105.263158,1,2406,7035.087719,1,62,181.2865497,1,1,5.847953216,1,1,5.847953216,0,0,0,0,0,0,0,0,0,1,2,5.847953216,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,1,2017MLBS_207,,,,,,,,,,,,
2017,29-Aug,1165-42976,PO2-H6-42976,CTSB,cap,,0,1165,2308,0,0,0,T,A,0,13,,PO2,H6,PL,1.024390244,M,A,3,,,,,Y,Y,82,166,84,,26,0,0,0,0,0,1.75,-1.472,0.278,SB,,,1,2,2953.23741,1,2,2953.23741,1,236,848.9208633,1,585,2104.316547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,1,2017MLBS_219,,,,,,,,,,,,
2017,27-Jun,1166-42913,PO1-A7-42913,CT,cap,,0,1166,1758,0,0,0,T,A,0,,,PO1,A7,PM,1,M,J,1,,,,,N,N,67,134,67,,9,0,0,0,0,0,1.6,-1.472,0.128,AT2017,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,43,,41,,16,,0,,0,100,,
