Year,Day,day-grid-trap_code,grid-trap-date_code,Handler,capture info,obs?,drop,TagNo,BloodNo,RNA Seq,SNV pos,SNV titer,Treated or control,Treatment,Effective treatment,days since previous treatment/ctl,overwinter survivor,Grid,Trap Location,Species,Tail to body,Sex,Age,Class,Vagina,Nipples,Pregnant,F-Repro?,Testes,M-Repro?,Body,Total length,Tail,Length code,Weight (g),Fleas,Ticks,Botflies,Ecto PA,Ecto Spp Rich,Fecal Sample Weight,Poo Weight,Poo Weight 2,FEC done by,new FEC 2019,FEC 0s,Endo PA,Endo Spp Rich,Endo Total Egg/g,Coccidia PA,Coccidia Spp Rich,Cocc Egg/g,Edel PA,Edel Egg Count,Edel Egg/g,EarizA PA,EarizA Egg Count,EarizA Egg/g,EarizB PA,EarizB Egg Count,EarizB Egg/g,Nem PA,Nem Spp Rich,Nem Egg/g,Nem PA no larvae,Nem rich no larvae,Nem egg/g no larvae,Aamer PA,Aamer Egg Count,Aamer Egg/g,Spero PA,SperoEgg Count,SperoEgg/g,Camer PA,Camer Egg Count,Camer Egg/g,NemA PA,NemA Egg Count,NemA Egg/g,NemB PA,NemB Egg Count,NemB Egg/g,CapBub PA,CapBub Egg Count,CapBub Egg/g,Nem Larvae PA,Nem Larvae Count,Nem Larvae/g,CapWorm PA,CapWorm Egg Count,CapWorm Egg/g,Strongy PA,Strongy Egg Count,Strongy Egg/g,Cestode PA,Cestode Spp Rich,Cestode egg count,Cestode Egg/g,Hdim PA,Hdim Egg Count,Hdim Egg/g,Hcit PA,Hcit Egg Count,Hcit Egg/g,CestC PA,CestC Egg Count,CestC Egg/g,RNA seq,Zymo feces,Feces DNA label,Lympho,pct lympho,Neutro,pct neutro,Mono,pct mono,Baso,pct baso,Eosino,pct eosin,Total WBC,Eye spots
2017,12-Aug,1218-42959,SP2-B2-42959,CT,cap,,0,1218,2144,0,0,0,C,C,0,19,,SP2,B2,PL,0.866666667,F,A,3,O,L,N,Y,,,90,168,78,,26,0,1,0,1,1,1.718,-0.472,0.246,NB,,,1,2,317.0731707,1,2,317.0731707,1,39,158.5365854,1,39,158.5365854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,1,2017MLBS_142,,,,,,,,,,,,
2017,25-Aug,1218-42972,SP2-D2-42972,CT,cap,,0,1218,2249,0,0,0,C,C,0,13,,SP2,D2,PL,0.793478261,F,A,3,O,L,N,Y,,,92,165,73,,20.5,0,1,0,1,1,1.979,-0.472,0.507,JY,entered from SNV positives 2016-2017 and remaing FECs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,1,2017MLBS_185,,,,,,,,,,,,
2017,7-Jul,1220-42923,SP2-F2-42923,CT,cap,,0,1220,1849,0,0,0,C,C,0,,,SP2,F2,PL,0.875,M,A,3,,,,,Y,Y,88,165,77,,20.5,1,0,0,1,1,2.399,-0.472,0.927,C,,,1,2,25.88996764,1,2,25.88996764,1,10,10.78748652,1,14,15.10248112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,82,,14,,4,,0,,0,100,,
2017,23-Jul,1220-42939,SP2-F2-42939,CT,cap,,0,1220,1971,0,0,0,C,C,0,16,,SP2,F2,PL,0.898876404,M,A,3,,,,,Y,Y,89,169,80,,19.5,1,0,0,1,1,1.661,-0.472,0.189,SB,,,1,5,4857.142857,1,3,4021.164021,1,441,2333.333333,1,309,1634.920635,1,10,52.91005291,1,2,835.978836,1,2,835.978836,0,0,0,1,79,417.989418,1,79,417.989418,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,1,2017MLBS_71,,,,,,,,,,,,
2017,10-Aug,1220-42957,SP2-G3-42957,CT,cap,,0,1220,2121,0,0,0,C,C,0,18,,SP2,G3,PL,0.954545455,M,A,3,,,,,Y,Y,88,172,84,,23.5,0,0,0,0,0,1.546,-1.472,0.074,SB,,,1,2,121.6216216,0,0,0,0,0,0,0,0,0,0,0,0,1,2,121.6216216,1,1,108.1081081,0,0,0,0,0,0,1,8,108.1081081,0,0,0,0,0,0,0,0,0,1,1,13.51351351,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,1,2017MLBS_131,,,,,,,,,,,,
2017,11-Jul,1222-42927,PO1-E5-42927,CT,cap,,0,1222,1855,0,0,0,C,C,0,,,PO1,E5,PL,0.835443038,M,SA,2.3,,,,,N,N,79,145,66,,19,0,0,0,0,0,1.602,-1.472,0.13,no fecal sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,29-Jul,1223-42945,PO1-G8-42945,CT,cap,,,1223,1995,0,0,0,C,C,0,,,PO1,G8,PL,0.9,M,A,3,,,,,N,N,90,171,81,,21.5,0,0,0,0,0,2.044,-1.472,0.572,TE,entered 3-13-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.748251748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,1.748251748,,,,,,,0,,0,0,,,,,,,,,,#N/A,1,2017MLBS_107,,,,,,,,,,,,
2017,11-Jul,1224-42927,PO2-A1-42927,CT,cap,,0,1224,1864,0,0,0,C,C,0,,,PO2,A1,PL,0.8375,M,A,3,,,,,N,N,80,147,67,,16.5,0,0,0,0,0,1.689,-1.472,0.217,NB,,,1,4,479.2626728,1,3,373.2718894,1,29,133.640553,1,29,133.640553,1,23,105.9907834,1,1,105.9907834,1,1,105.9907834,1,23,105.9907834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,,
2017,11-Jul,1226-42927,PO2-D1-42927,CT,cap,,0,1226,1869,0,0,0,C,C,0,,,PO2,D1,PL,0.821052632,M,A,3,,,,,Y,Y,95,173,78,,24.5,0,0,0,0,0,1.543,-1.472,0.071,LV,,,1,5,535.2112676,1,2,492.9577465,1,11,154.9295775,1,24,338.028169,0,0,0,1,3,42.25352113,1,3,42.25352113,0,0,0,1,1,14.08450704,1,1,14.08450704,1,1,14.08450704,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,,
2017,11-Jul,1228-42927,PO2-D7-42927,CT,cap,,0,1228,1872,0,0,0,C,C,0,,,PO2,D7,PL,0.886075949,F,A,3,C,N,N,N,,,79,149,70,,13,0,0,0,0,0,1.932,-1.472,0.46,NB,,,1,2,5121.73913,1,2,5121.73913,1,1178,2560.869565,1,1178,2560.869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,,
2017,29-Jul,1228-42945,PO2-B8-42945,CT,cap,,0,1228,1997,0,0,0,C,C,0,18,,PO2,B8,PL,0.963414634,F,A,3,O,N,N,Y,,,82,161,79,,17.5,0,0,0,0,0,2.549,-1.472,1.077,TE,entered 3-13-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,1,2017MLBS_109,,,,,,,,,,,,
2017,17-Aug,1228-42964,PO2-C8-42964,CT,cap,,0,1228,2178,0,0,0,C,C,0,19,,PO2,C8,PL,0.868131868,F,A,3,O,N,N,Y,,,91,170,79,,18.5,0,0,0,0,0,1.876,-1.472,0.404,LV,entered 3-13-19,,1,2,267.3267327,0,0,0,0,0,0,0,0,0,0,0,0,1,2,267.3267327,1,3,269.8019802,0,0,0,0,0,0,1,105,259.9009901,0,0,0,1,3,7.425742574,,,,1,1,2.475247525,,,,,,,0,,0,0,,,,,,,,,,#N/A,1,2017MLBS_161,,,,,,,,,,,,
2017,28-Aug,1228-42975,PO2-B8-42975,CTSB,cap,corrected body-tail,0,1228,2284,0,0,0,C,C,0,11,,PO2,B8,PL,0.965517241,F,A,3,O,N,N,Y,,,87,171,84,,22,0,0,0,0,0,2.025,-1.472,0.553,LV,entered 3-13-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,1,2017MLBS_205,,,,,,,,,,,,
2017,12-Jul,1230-42928,PO1-B1-42928,CT,cap,,0,1230,1876,0,0,0,C,C,0,,,PO1,B1,PL,0.888888889,F,A,3,C,S,N,N,,,90,170,80,,19.5,0,0,0,0,0,1.726,-1.472,0.254,JY,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,,
2017,17-Aug,1230-42964,PO1-C2-42964,CT,cap,,0,1230,2167,0,0,0,C,C,0,36,,PO1,C2,PL,0.797979798,F,A,3,C,L,N,N,,,99,178,79,,24.5,0,0,0,0,0,2.187,-1.472,0.715,LV,entered 3-13-19,,1,50,92.30769231,0,0,0,0,0,0,0,0,0,0,0,0,1,3,26.57342657,1,4,40.55944056,1,2,2.797202797,0,0,0,1,16,22.37762238,0,0,0,1,1,1.398601399,,,,1,10,13.98601399,,,,,,,1,,47,65.73426573,,,,,,,,,,#N/A,1,2017MLBS_159,,,,,,,,,,,,
2017,28-Aug,1230-42975,PO1-B1-42975,CTSB,cap,,0,1230,2268,0,0,0,C,C,0,11,,PO1,B1,PL,0.882978723,F,A,3,C,L,N,N,,,94,177,83,,27.5,1,0,0,1,1,1.891,-0.472,0.419,NB,entered 3-13-19,,1,2,9.546539379,1,1,4.77326969,1,2,4.77326969,0,0,0,0,0,0,1,1,4.77326969,1,1,4.77326969,1,2,4.77326969,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,1,2017MLBS_195,,,,,,,,,,,,
2017,12-Jul,1232-42928,PO1-H8-42928,CT,cap,,0,1232,1878,0,0,0,C,C,0,,,PO1,H8,PL,0.797468354,F,A,3,C,N,N,N,,,79,142,63,,12,0,0,0,0,0,1.828,-1.472,0.356,NB,,,1,2,882.0224719,1,2,882.0224719,1,157,441.011236,1,157,441.011236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,,
2017,12-Jul,1234-42928,PO2-E4-42928,CT,cap,,0,1234,1882,0,0,0,C,C,0,,,PO2,E4,PL,0.858974359,M,A,3,,,,,Y,Y,78,145,67,,15.5,0,0,0,0,0,1.657,-1.472,0.185,JB,,,1,3,1129.72973,1,3,1129.72973,1,31,167.5675676,1,176,951.3513514,1,2,10.81081081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,,
2017,31-Jul,1234-42947,PO2-F1-42947,CT,cap,,0,1234,2024,0,0,0,C,C,0,19,,PO2,F1,PL,0.786516854,M,A,3,,,,,Y,Y,89,159,70,,19,0,0,0,0,0,1.512,-1.472,0.04,SB,,,1,4,200,1,1,75,1,3,75,0,0,0,0,0,0,1,3,125,1,2,100,1,2,50,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,1,2017MLBS_88,,,,,,,,,,,,
2017,16-Aug,1234-42963,PO2-F1-42963,CT,cap,,0,1234,2161,0,0,0,C,C,0,16,,PO2,F1,PL,0.818181818,M,A,3,,,,,Y,Y,88,160,72,,20.5,0,0,0,0,0,1.717,-1.472,0.245,SB,,,1,4,787.755102,1,3,771.4285714,1,6,24.48979592,1,181,738.7755102,1,2,8.163265306,1,1,16.32653061,1,1,16.32653061,1,4,16.32653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,1,2017MLBS_154,,,,,,,,,,,,
2017,28-Aug,1234-42975,PO2-E1-42975,CTSB,cap,corrected body-tail,0,1234,2288,0,0,0,C,C,0,12,,PO2,E1,PL,0.879518072,M,A,3,,,,,N,N,83,156,73,,19.5,0,0,0,0,0,1.608,-1.472,0.136,SB,,,1,4,1882.352941,1,2,1852.941176,1,61,448.5294118,1,191,1404.411765,0,0,0,1,2,29.41176471,1,1,14.70588235,0,0,0,0,0,0,1,2,14.70588235,0,0,0,0,0,0,0,0,0,1,2,14.70588235,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,1,2017MLBS_208,,,,,,,,,,,,
2017,13-Jul,1236-42929,PO1-H5-42929,CT,cap,,0,1236,1886,0,0,0,C,C,0,,,PO1,H5,PL,0.833333333,M,J,1,,,,,N,N,78,143,65,,10.5,0,0,0,0,0,1.632,-1.472,0.16,JY,,,1,3,1025,1,3,1025,1,1,6.25,1,161,1006.25,1,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,,
2017,13-Jul,1238-42929,PO2-A6-42929,CT,cap,,0,1238,1888,0,0,0,C,C,0,,,PO2,A6,PL,0.823529412,M,A,3,,,,,Y,Y,85,155,70,,19,1,0,0,1,1,1.654,-0.472,0.182,JB,,,1,2,10.98901099,1,2,10.98901099,1,1,5.494505495,1,1,5.494505495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,,
2017,16-Aug,1238-42963,PO2-A4-42963,CT,cap,,0,1238,2156,0,0,0,C,C,0,34,,PO2,A4,PL,0.879518072,M,A,3,,,,,Y,Y,83,156,73,,21,1,0,0,1,1,1.833,-0.472,0.361,NB,entered 3-13-19,,1,1,5.540166205,1,1,5.540166205,0,0,0,1,2,5.540166205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,1,2017MLBS_151,,,,,,,,,,,,
2017,29-Aug,1238-42976,PO2-A3-42976,CTSB,cap,,0,1238,2304,0,0,0,C,C,0,13,,PO2,A3,PL,0.902439024,M,A,3,,,,,Y,Y,82,156,74,,23,0,0,0,0,0,2.099,-1.472,0.627,LV,entered 3-13-19,,1,5,1009.569378,1,3,998.4051037,1,34,54.22647528,1,496,791.0685805,1,96,153.1100478,1,2,11.16427432,1,2,11.16427432,1,5,7.974481659,0,0,0,0,0,0,0,0,0,1,2,3.189792663,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,1,2017MLBS_217,,,,,,,,,,,,
2017,13-Jul,1240-42929,PO2-F7-42929,CT,cap,,0,1240,1890,0,0,0,C,C,0,,,PO2,F7,PL,0.844155844,F,A,3,C,N,N,N,,,77,142,65,,15,0,0,0,0,0,1.62,-1.472,0.148,NB,entered 3-13-19,,1,1,614.8648649,1,1,614.8648649,0,0,0,1,91,614.8648649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,13-Jul,1242-42929,PO2-H3-42929,CT,cap,,0,1242,1894,0,0,0,C,C,0,,,PO2,H3,PL,0.793103448,M,A,3,,,,,N,N,87,156,69,,19,1,0,0,1,1,1.652,-0.472,0.18,LV,entered 3-13-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,14-Jul,1244-42930,HW2-H1-42930,CT,cap,,0,1244,1901,0,0,0,C,C,0,,,HW2,H1,PL,0.73255814,F,SA,2.3,C,N,N,N,,,86,149,63,,16.5,0,0,0,0,0,2.101,-1.472,0.629,JB,entered 3-13-19,,1,2,108.1081081,1,2,108.1081081,0,0,0,1,28,44.51510334,1,40,63.59300477,0,0,0,1,1,1.589825119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,1.589825119,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,1-Aug,1244-42948,HW2-G2-42948,CT,cap,,,1244,2038,0,0,0,C,C,0,18,,HW2,G2,PL,0.833333333,F,A,3,C,N,N,N,,,78,143,65,,21.5,0,0,1,1,1,2.008,-0.472,0.536,#N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,19-Aug,1244-42966,HW2-E1-42966,CT,cap,,0,1244,2195,0,0,0,C,C,0,18,,HW2,E1,PL,0.734042553,F,A,3,O,N,N,Y,,,94,163,69,,22.5,0,0,0,0,0,1.912,-1.472,0.44,TE,entered 3-13-19,,1,4,413.6363636,1,2,40.90909091,0,0,0,1,4,9.090909091,1,14,31.81818182,1,2,372.7272727,1,3,404.5454545,0,0,0,0,0,0,1,161,365.9090909,0,0,0,1,3,6.818181818,,,,1,14,31.81818182,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,14-Jul,1246-42930,HW1-G7-42930,CT,cap,,0,1246,1912,0,0,0,C,C,0,,,HW1,G7,PL,0.890410959,F,SA,2.3,C,N,N,N,,,73,138,65,,12.5,0,0,0,0,0,1.847,-1.472,0.375,JY,entered 3-13-19,,1,1,3360,1,1,3360,0,0,0,1,1260,3360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,1-Aug,1246-42948,HW1-G7-42948,CT,cap,,,1246,2056,0,0,0,C,C,0,18,,HW1,G7,PL,0.819277108,F,SA,2.9,C,N,N,N,,,83,151,68,,15.5,0,0,0,0,0,1.8,-1.472,0.328,#N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,15-Jul,1249-42931,HW2-B4-42931,CT,cap,,0,1249,1917,0,0,0,C,C,0,,,HW2,B4,PL,0.905882353,M,A,3,,,,,Y,Y,85,162,77,,17,1,0,0,1,1,3.632,-1.715,0.917,LV,entered 3-13-19,,1,3,904.0348964,1,3,904.0348964,1,316,344.6019629,1,510,556.1613959,1,3,3.271537623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,7-Aug,1250-42954,BC2-C7-42954,CT,cap,,0,1250,2075,0,0,0,C,C,0,,,BC2,C7,PM,1.011764706,F,A,3,O,N,N,Y,,,85,171,86,,16,0,0,0,0,0,1.703,-1.472,0.231,TE,entered 3-13-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,15-Jul,1251-42931,HW2-H7-42931,CT,cap,,0,1251,1920,0,0,0,C,C,0,,,HW2,H7,PL,0.853658537,F,SA,2.6,C,N,N,N,,,82,152,70,,29,0,0,0,0,0,3.737,-2.715,1.022,JB,entered 3-13-19,,1,5,9023.483366,1,3,8972.60274,1,37,36.2035225,1,9031,8836.594912,1,102,99.80430528,1,2,50.88062622,1,2,50.88062622,1,32,31.3111546,1,20,19.56947162,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,16-Jul,1253-42932,HW1-B2-42932,CT,cap,,0,1253,1926,0,0,0,C,C,0,,,HW1,B2,PL,0.785714286,M,J,1,,,,,N,N,70,125,55,,9.5,0,0,0,0,0,1.59,-1.472,0.118,JY,entered 3-13-19,,1,1,1220.338983,1,1,1220.338983,0,0,0,1,144,1220.338983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,1-Aug,1253-42948,HW1-A3-42948,CT,cap, (DEAD),,1253,2044,0,0,0,C,C,0,16,,HW1,A3,PL,0.853333333,M,SA,2.3,,,,,N,N,75,139,64,,13.5,0,0,0,0,0,1.84,-1.472,0.368,#N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,20-Jul,1255-42936,BC1-B5-42936,CT,cap,,0,1255,1932,0,0,0,C,C,0,,,BC1,B5,PL,0.829545455,F,A,3,O,N,N,Y,,,88,161,73,,19,0,0,0,0,0,1.702,-1.472,0.23,JY,entered 3-13-19,,1,1,4.347826087,1,1,4.347826087,0,0,0,1,1,4.347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,8-Aug,1255-42955,BC1-B3-42955,CT,cap,,0,1255,2096,0,0,0,C,C,0,19,,BC1,B3,PL,0.826086957,F,A,3,O,S,N,Y,,,92,168,76,,22.5,0,0,0,0,0,1.986,-1.472,0.514,TE,entered 3-13-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,20-Jul,1257-42936,BC1-G1-42936,CT,cap,,0,1257,1937,0,0,0,C,C,0,,,BC1,G1,PL,0.813186813,M,A,3,,,,,Y,Y,91,165,74,,22.5,1,0,0,1,1,1.574,-0.472,0.102,LV,entered 3-13-19,,1,1,147.0588235,1,1,147.0588235,0,0,0,1,15,147.0588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,21-Jul,1259-42937,BC2-H3-42937,CT,cap,,,1259,1943,0,0,0,C,C,0,,,BC2,H3,PM,1,M,A,3,,,,,Y,Y,81,162,81,,15,0,0,0,0,0,1.674,-1.472,0.202,#N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,7-Aug,1259-42954,BC2-F3-42954,CT,cap,,,1259,2078,0,0,0,C,C,0,17,,BC2,F3,PM,1.012195122,M,A,3,,,,,Y,Y,82,165,83,,14.5,0,0,0,0,0,1.776,-1.472,0.304,#N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,21-Jul,1261-42937,BC2-H8-42937,CT,cap,,0,1261,1945,0,0,0,C,C,0,,,BC2,H8,PL,0.860465116,F,A,3,C,L,N,N,,,86,160,74,,24,0,0,0,0,0,2.011,-1.472,0.539,NB,entered 3-13-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,7-Aug,1261-42954,BC2-H8-42954,CT,cap,,0,1261,2083,0,0,0,C,C,0,17,,BC2,H8,PL,0.813186813,F,A,3,O,L,N,Y,,,91,165,74,,24.5,0,0,0,0,0,1.826,-1.472,0.354,TE,entered 3-13-19,,1,4,596.0451977,1,3,593.220339,1,8,22.59887006,1,44,124.2937853,1,158,446.3276836,1,1,2.824858757,1,1,2.824858757,0,0,0,0,0,0,0,0,0,1,1,2.824858757,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,22-Jul,1263-42938,BC2-A1-42938,CT,cap,,0,1263,1951,0,0,0,C,C,0,,,BC2,A1,PL,,M,A,3,,,,,N,N,80,80,,Broken tail,17,0,1,0,1,1,1.695,-0.472,0.223,NB,entered 3-13-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,0,,0,0,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,7-Aug,1263-42954,BC2-A1-42954,CT,cap,,,1263,2074,0,0,0,C,C,0,16,,BC2,A1,PL,,M,A,3,,,,,N,N,92,92,,Broken tail,30,0,0,0,0,0,1.945,-1.472,0.473,#N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,23-Jul,1265-42939,SP1-A3-42939,CT,cap,,,1265,1955,0,0,0,C,C,0,,,SP1,A3,PL,0.8,F,SA,2.3,O,N,N,Y,,,80,144,64,,13.5,0,0,0,0,0,1.676,-1.472,0.204,#N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,
2017,23-Jul,1267-42939,SP1-G1-42939,CT,cap,,0,1267,1960,0,0,0,C,C,0,,,SP1,G1,PL,0.797752809,F,A,3,O,N,N,Y,,,89,160,71,,23.5,0,0,0,0,0,2.125,-1.472,0.653,JB,,,1,10,1130.168453,1,1,1.531393568,0,0,0,0,0,0,1,1,1.531393568,1,6,751.914242,1,4,387.4425727,1,1,1.531393568,1,11,16.84532925,1,11,16.84532925,0,0,0,1,230,352.2205207,1,230,352.2205207,1,8,12.25114855,,,,,,,1,3,,376.7228178,1,230,352.2205207,1,8,12.25114855,1,8,12.25114855,#N/A,1,2017MLBS_62,,,,,,,,,,,,
